,Image Height,Image_Width,subject_name,subject_x,subject_y,subject_width,subject_height,object_name,object_x,object_y,object_width,object_height
13070,600,800,man,210.0,280.5,106,123,billboard,194.5,277.0,153,190
13071,600,800,banner,717.5,256.0,161,168,building,529.0,237.5,538,475
13072,600,800,suv,505.0,455.0,104,44,road,399.0,525.0,796,142
13073,600,800,billboard,194.5,278.0,153,188,building,195.0,227.0,162,454
13074,600,800,flag,446.5,347.0,33,34,building,529.0,237.5,538,475
13075,600,800,flag,438.0,348.0,24,36,building,529.0,237.5,538,475
13076,600,800,flag,321.0,368.0,16,26,building,529.0,237.5,538,475
13077,600,800,flag,306.0,369.0,20,28,building,529.0,237.5,538,475
13078,600,800,windows,471.0,107.5,32,33,building,529.0,237.5,538,475
13079,600,800,windows,393.0,66.0,26,30,building,529.0,237.5,538,475
13080,600,800,windows,314.0,51.0,30,22,building,529.0,237.5,538,475
13081,600,800,windows,625.5,76.0,61,66,building,529.0,237.5,538,475
13082,600,800,windows,338.5,204.5,29,45,building,529.0,237.5,538,475
13083,600,800,letter,38.5,295.0,25,174,building,89.0,258.0,146,402
13084,600,800,front tire,609.5,481.5,21,27,taxi,609.5,456.5,131,59
13085,600,800,front tire,302.0,464.0,8,10,car,305.0,455.0,78,38
13086,600,800,tire,112.0,535.0,32,46,taxi,142.5,510.5,189,113
13087,600,800,handle,73.5,498.0,13,14,car,137.0,495.5,202,127
13088,600,800,window,701.5,122.0,51,52,building,528.0,229.5,504,445
13089,600,800,window,623.5,82.0,27,48,building,528.0,229.5,504,445
13090,600,800,window,566.0,106.0,32,52,building,528.0,229.5,504,445
13091,600,800,window,686.5,44.0,49,64,building,528.0,229.5,504,445
13092,600,800,woman,140.5,417.5,45,163,sidewalk,237.0,512.5,472,169
13093,600,800,person,18.0,410.5,34,155,sidewalk,237.0,512.5,472,169
13094,600,800,taxi,127.0,353.5,184,53,street,500.5,479.5,595,241
13095,600,800,phone booth,99.5,401.0,43,130,sidewalk,237.0,512.5,472,169
13096,600,800,man,329.0,351.5,30,77,street,500.5,479.5,595,241
13097,600,800,woman,67.5,385.5,49,113,shirt,69.5,368.0,33,48
13098,600,800,taxi,376.0,343.0,82,40,street,500.5,479.5,595,241
13099,600,800,taxi,127.0,353.5,184,53,street,500.5,479.5,595,241
13100,600,800,van,508.0,345.0,222,112,street,500.5,479.5,595,241
13101,600,800,woman,306.0,357.0,22,70,street,500.5,479.5,595,241
13102,600,800,man,329.0,351.5,30,77,street,500.5,479.5,595,241
13103,600,800,phone booth,99.5,401.0,43,130,sidewalk,237.0,512.5,472,169
13104,600,800,sidewalk,237.0,512.5,472,169,street,500.5,479.5,595,241
13105,600,800,taxi,127.0,353.5,184,53,taxi,42.0,352.0,72,50
13106,600,800,traffic light,406.5,195.5,29,39,pole,526.0,193.0,244,50
13107,600,800,word,739.0,246.0,64,24,bus,734.0,283.0,130,262
13108,600,800,phone booth,99.5,401.0,43,130,sidewalk,237.0,512.5,472,169
13109,600,800,van,508.0,345.0,222,112,traffic signal,414.5,187.0,17,12
13110,600,800,sign,531.0,207.5,18,35,street,500.5,479.5,595,241
13111,600,800,sign,531.0,207.5,18,35,street,500.5,479.5,595,241
13112,600,800,woman,67.5,385.5,49,113,sidewalk,237.0,512.5,472,169
13113,600,800,woman,306.0,357.0,22,70,street,500.5,479.5,595,241
13114,600,800,man,329.0,351.5,30,77,street,500.5,479.5,595,241
13115,600,800,van,508.0,345.0,222,112,bus,734.0,283.0,130,262
13116,600,800,man,329.0,351.5,30,77,sweater,328.5,338.5,23,31
13117,600,800,jacket,188.5,402.0,59,74,woman,180.0,426.0,64,170
13118,600,800,woman,140.5,417.5,45,163,phone booth,99.5,401.0,43,130
13119,600,800,tire,411.0,369.5,26,35,van,508.0,345.0,222,112
13120,600,800,tail - light,553.0,342.5,12,25,van,508.0,345.0,222,112
13121,600,800,van,508.0,345.0,222,112,back - tire,503.5,376.0,35,38
13122,600,800,woman,306.0,357.0,22,70,street,500.5,479.5,595,241
13123,600,800,man,329.0,351.5,30,77,street,500.5,479.5,595,241
13124,600,800,taxi,42.0,352.0,72,50,street,500.5,479.5,595,241
13125,600,800,taxi,376.0,343.0,82,40,street,500.5,479.5,595,241
13126,600,800,taxi,127.0,353.5,184,53,street,500.5,479.5,595,241
13127,600,800,sign,260.0,289.5,32,19,building,463.5,167.0,521,332
13128,600,800,sign,325.0,226.0,54,26,building,463.5,167.0,521,332
13129,600,800,sign,485.0,220.5,40,21,building,463.5,167.0,521,332
13130,600,800,sign,421.5,214.5,45,17,building,463.5,167.0,521,332
13131,600,800,woman,140.5,417.5,45,163,sidewalk,237.0,512.5,472,169
13132,600,800,woman,180.0,426.0,64,170,sidewalk,237.0,512.5,472,169
13133,600,800,cab,514.0,367.5,166,73,street .,427.5,404.0,745,200
13134,600,800,man,514.5,383.0,69,214,street,395.0,425.5,790,199
13135,600,800,woman,696.5,443.0,93,270,sidewalk,185.0,538.0,316,120
13136,600,800,van,272.5,357.0,385,144,door,131.5,355.5,75,77
13137,600,800,mailbox,309.0,481.5,96,225,sidewalk,185.0,538.0,316,120
13138,600,800,white,319.5,530.5,75,43,blue,310.5,479.5,103,179
13139,600,800,bag,210.5,506.0,101,100,sidewalk,185.0,538.0,316,120
13140,600,800,bag,210.5,506.0,101,100,sidewalk,185.0,538.0,316,120
13141,600,800,car,219.0,436.5,364,147,street,395.0,425.5,790,199
13142,600,800,car,219.0,436.5,364,147,street,395.0,425.5,790,199
13143,600,800,mailbox,309.0,481.5,96,225,sidewalk,185.0,538.0,316,120
13144,600,800,bag,204.5,505.0,63,34,bag,210.5,506.0,101,100
13145,600,800,bag,204.5,505.0,63,34,mailbox,309.0,481.5,96,225
13146,600,800,post,180.0,307.5,60,431,sidewalk,185.0,538.0,316,120
13147,600,800,man,514.5,383.0,69,214,bag,480.5,427.5,43,29
13148,600,800,purse,723.0,524.5,38,65,purse,731.5,517.5,37,89
13149,600,800,sign,662.0,272.0,26,50,street,395.0,425.5,790,199
13150,600,800,van,272.5,357.0,385,144,road,394.0,420.0,766,268
13151,600,800,sign,182.5,203.5,53,75,post,180.0,307.5,60,431
13152,600,800,bag,210.5,506.0,101,100,mailbox,309.0,481.5,96,225
13153,600,800,box,309.0,481.5,96,225,street,395.0,425.5,790,199
13154,600,800,door,131.5,355.5,75,77,car,219.0,436.5,364,147
13155,600,800,bag,210.5,506.0,101,100,pole,174.0,300.5,34,367
13156,600,800,box,328.0,531.5,106,57,blue,310.5,479.5,103,179
13157,600,800,people,617.5,429.0,279,270,street,395.0,425.5,790,199
13158,600,800,woman,696.5,443.0,93,270,brown,708.5,393.0,147,214
13159,600,800,woman,696.5,443.0,93,270,purse,723.0,524.5,38,65
13160,600,800,person,642.5,455.0,91,214,jacket,612.5,414.5,1,1
13161,600,800,mailbox,309.0,481.5,96,225,road .,427.5,404.0,745,200
13162,600,800,woman,696.5,443.0,93,270,bag,204.5,505.0,63,34
13163,600,800,man,514.5,383.0,69,214,street .,427.5,404.0,745,200
13164,600,800,bag,249.5,483.0,193,96,can .,224.0,437.5,166,205
13165,600,800,planter,16.5,448.0,33,68,sidewalk .,252.5,527.0,471,118
13166,600,800,sign,662.0,272.0,26,50,building .,423.5,156.0,741,272
13167,600,800,people,617.5,429.0,279,270,sidewalk .,252.5,527.0,471,118
13168,600,800,van,272.5,357.0,385,144,door,131.5,355.5,75,77
13169,600,800,car,219.0,436.5,364,147,street .,427.5,404.0,745,200
13170,600,800,blue,320.0,452.5,220,171,mailbox,309.0,481.5,96,225
13171,600,800,womans,638.0,444.0,134,252,white,630.5,561.5,91,75
13172,600,800,dog,279.0,389.5,144,75,sidewalk,399.0,482.0,798,232
13173,600,800,woman,391.0,352.0,68,172,shirt,400.0,317.5,40,67
13174,600,800,van,638.5,306.5,273,131,road,448.5,351.5,697,125
13175,600,800,fence,196.0,265.5,136,35,street,415.5,353.0,765,178
13176,600,800,people,396.0,328.0,246,188,dog,340.0,386.0,236,104
13177,600,800,man,386.0,349.5,100,267,shoulder,481.5,260.5,93,35
13178,600,800,van,635.5,302.5,265,107,intersection,710.0,411.5,172,157
13179,600,800,signal,385.0,155.5,96,59,sign,408.0,75.5,24,59
13180,600,800,person,469.5,320.0,45,148,street,400.0,408.5,786,379
13181,600,800,van,635.0,301.5,266,97,intersection,641.0,338.0,312,164
13182,600,800,van,635.0,301.5,266,97,street,400.0,356.0,792,128
13183,600,800,dog,284.0,390.0,126,84,leash,300.0,362.5,26,33
13184,600,800,man,298.0,330.0,62,180,dog,285.0,387.5,120,81
13185,600,800,woman,394.0,346.0,66,176,dog,408.0,386.0,96,90
13186,600,800,person,471.0,321.0,46,146,sidewalk,399.0,482.0,798,232
13187,600,800,man,298.0,330.0,62,180,sunglass,308.0,250.5,22,13
13188,600,800,street light,668.5,108.0,53,106,sidewalk,696.5,469.5,203,35
13189,600,800,street light,743.5,127.0,103,98,sidewalk,696.5,469.5,203,35
13190,600,800,store,568.5,374.5,457,173,street,400.0,514.0,796,166
13191,600,800,pole,622.0,181.5,28,69,building,546.5,232.0,503,464
13192,600,800,clock,744.5,250.5,37,47,building,546.5,232.0,503,464
13193,600,800,trash can,659.5,459.5,23,35,sidewalk,696.5,469.5,203,35
13194,600,800,light,706.0,279.0,26,42,pole,693.5,316.0,21,312
13195,600,800,person,488.5,437.5,51,89,car,519.5,449.0,163,62
13196,600,800,line,274.5,472.5,547,11,street,400.0,514.0,796,166
13197,600,800,line,319.5,494.0,635,18,street,400.0,514.0,796,166
13198,600,800,car,519.5,449.0,163,62,street,400.0,514.0,796,166
13199,600,800,sign,133.0,363.5,98,19,building,190.5,310.0,227,252
13200,600,800,trash can,659.5,459.5,23,35,sidewalk,696.5,469.5,203,35
13201,600,800,person,90.0,435.5,44,115,street,400.0,514.0,796,166
13202,600,800,person,161.0,422.5,32,95,street,400.0,514.0,796,166
13203,600,800,person,228.5,428.0,35,120,street,400.0,514.0,796,166
13204,600,800,person,488.5,437.5,51,89,street,400.0,514.0,796,166
13205,600,800,sign,682.5,312.5,163,17,store,568.5,374.5,457,173
13206,600,800,window,569.0,238.5,42,77,building,546.5,232.0,503,464
13207,600,800,window,684.0,230.5,50,97,building,546.5,232.0,503,464
13208,600,800,window,684.5,87.0,49,78,building,546.5,232.0,503,464
13209,600,800,window,567.5,115.5,37,75,building,546.5,232.0,503,464
13210,600,800,window,494.5,130.0,39,74,building,546.5,232.0,503,464
13211,600,800,head,85.0,390.0,26,24,person,90.0,435.5,44,115
13212,600,800,head,162.0,382.5,12,21,person,161.0,422.5,32,95
13213,600,800,head,225.0,377.5,16,23,person,228.5,428.0,35,120
13214,600,800,arm,488.0,427.5,12,33,person,488.5,437.5,51,89
13215,600,800,window,176.5,80.5,53,107,building,423.0,188.0,752,376
13216,600,800,window,254.5,77.0,99,112,building,423.0,188.0,752,376
13217,600,800,window,328.0,84.5,48,109,building,423.0,188.0,752,376
13218,600,800,window,434.0,91.5,40,97,building,423.0,188.0,752,376
13219,600,800,window,495.5,89.0,85,120,building,423.0,188.0,752,376
13220,600,800,man,403.5,386.0,61,190,phone,383.0,338.0,12,16
13221,600,800,man,403.5,386.0,61,190,suit,411.0,393.0,42,162
13222,600,800,man,403.5,386.0,61,190,phone,381.0,336.0,12,12
13223,600,800,pigeon,649.5,462.0,17,20,sidewalk,399.5,527.0,797,140
13224,600,800,pigeon,611.0,461.0,18,26,sidewalk,399.5,527.0,797,140
13225,600,800,woman,53.0,350.0,52,102,street,399.0,429.5,798,105
13226,600,800,woman,53.0,350.0,52,102,intersection,115.0,432.0,230,106
13227,600,800,woman,13.0,358.5,26,93,street,399.0,429.5,798,105
13228,600,800,woman,13.0,358.5,26,93,intersection,115.0,432.0,230,106
13229,600,800,woman,12.0,354.0,24,94,intersection,116.0,423.0,232,88
13230,600,800,woman,12.0,354.0,24,94,street,399.0,429.5,798,105
13231,600,800,van,630.5,341.0,265,100,street,399.0,429.5,798,105
13232,600,800,fire hydrant,303.0,361.0,24,36,street,398.0,416.5,796,91
13233,600,800,person,53.5,350.0,53,94,building,424.0,180.5,748,361
13234,600,800,sign,676.5,255.0,27,30,post,704.0,253.5,136,55
13235,600,800,man,411.0,384.0,54,192,suit,413.0,393.5,52,171
13236,600,800,letter,245.0,267.5,178,27,awne,247.0,241.0,222,66
13237,800,600,man,70.5,498.5,111,263,shoe,75.5,616.5,23,23
13238,800,600,person,536.5,521.0,119,184,park bench,551.5,637.5,95,321
13239,800,600,person,536.5,521.0,119,184,phone,559.5,455.5,19,23
13240,800,600,person,173.0,522.0,108,292,short,163.5,530.0,71,48
13241,800,600,person,173.0,522.0,108,292,backpack,157.0,468.0,70,100
13242,800,600,person,367.0,488.5,98,295,jeans,362.0,547.0,66,126
13243,800,600,person,367.0,488.5,98,295,cigarette,402.0,516.0,12,12
13244,800,600,man,70.5,498.5,111,263,sidewalk,299.0,633.0,598,332
13245,800,600,person,536.5,521.0,119,184,park bench,551.5,637.5,95,321
13246,800,600,park bench,551.5,637.5,95,321,arm rest,555.0,603.0,88,228
13247,800,600,man,70.5,498.5,111,263,tie,69.5,437.5,13,67
13248,800,600,tree,522.5,330.5,151,297,flower,525.0,321.0,148,304
13249,800,600,woman,173.0,522.0,108,292,hair,169.0,400.0,44,48
13250,800,600,man,70.5,498.5,111,263,tie,69.5,437.5,13,67
13251,800,600,man,70.5,498.5,111,263,glass,68.0,387.0,28,12
13252,800,600,person,367.0,488.5,98,295,sweater,367.0,441.0,96,130
13253,800,600,person,173.0,522.0,108,292,backpack,157.0,468.0,70,100
13254,800,600,backpack,157.0,468.0,70,100,back,166.5,468.0,61,96
13255,800,600,pebble,419.0,728.0,8,10,sidewalk,299.0,633.0,598,332
13256,800,600,pebble,471.5,612.5,11,9,sidewalk,299.0,633.0,598,332
13257,800,600,cherry blossom,525.0,321.0,148,304,tree,522.5,330.5,151,297
13258,800,600,person,536.5,521.0,119,184,park bench,551.5,637.5,95,321
13259,800,600,tree,433.5,156.0,331,312,branch,560.5,100.0,53,196
13260,800,600,tree,433.5,156.0,331,312,branch,514.0,106.0,106,212
13261,800,600,foot,134.0,643.5,32,45,socks,138.5,632.0,13,18
13262,800,600,foot,183.0,627.0,22,32,socks,180.0,621.5,16,13
13263,600,800,woman,306.0,387.0,46,62,child,309.5,403.5,113,113
13264,600,800,child,216.0,393.0,74,78,jacket,189.0,368.5,72,53
13265,600,800,man,289.0,392.5,72,73,pant,277.0,410.0,60,56
13266,600,800,tree,276.5,288.5,169,59,flower,260.5,273.0,73,36
13267,600,800,steel,570.0,394.0,42,84,lamp,597.5,277.0,139,322
13268,600,800,plant,504.0,521.0,52,22,dirt,592.0,527.5,252,33
13269,600,800,plant,699.0,493.5,86,41,dirt,714.0,508.0,148,38
13270,600,800,plant,331.5,503.5,67,61,dirt,364.0,507.0,60,32
13271,600,800,plant,291.0,505.5,40,27,dirt,262.0,502.0,48,26
13272,600,800,plant,222.5,503.0,41,18,dirt,253.0,511.5,74,41
13273,600,800,plant,306.0,484.0,42,28,dirt,284.0,485.0,62,38
13274,600,800,plant,451.0,464.5,22,19,dirt,509.0,518.0,48,30
13275,600,800,cap,450.0,253.0,78,40,playspace,483.0,291.5,262,117
13276,600,800,child,388.0,380.0,206,58,fence,388.0,410.0,298,92
13277,600,800,fence,416.0,454.5,320,77,plant,397.0,474.0,240,62
13278,600,800,tree,385.0,178.0,130,196,branch,378.5,82.5,121,73
13279,600,800,woman,682.5,187.5,169,299,purse,739.0,177.5,56,93
13280,600,800,woman,682.5,187.5,169,299,coat,690.0,162.5,112,157
13281,600,800,woman,682.5,187.5,169,299,handbag,653.5,153.5,39,69
13282,600,800,man,560.0,130.0,64,180,pant,560.5,158.5,35,79
13283,600,800,woman,682.5,187.5,169,299,jeans,695.5,270.0,49,92
13284,600,800,man,560.0,130.0,64,180,hat,561.5,49.5,19,13
13285,600,800,man,560.0,130.0,64,180,car,396.5,124.5,195,111
13286,600,800,car,396.5,124.5,195,111,road,214.0,201.5,370,203
13287,600,800,car,396.5,124.5,195,111,road,214.0,201.5,370,203
13288,600,800,car,396.5,124.5,195,111,road,214.0,201.5,370,203
13289,600,800,car,396.5,124.5,195,111,road,214.0,201.5,370,203
13290,600,800,woman,682.5,187.5,169,299,sidewalk,488.0,394.5,604,327
13291,600,800,pole,375.5,119.5,73,231,sidewalk,488.0,394.5,604,327
13292,600,800,line,81.0,157.5,136,37,road,214.0,201.5,370,203
13293,600,800,line,81.0,157.5,136,37,road,214.0,201.5,370,203
13294,600,800,man,560.0,130.0,64,180,sidewalk,488.0,394.5,604,327
13295,600,800,woman,682.5,187.5,169,299,hair,687.5,70.0,53,60
13296,600,800,woman,759.5,121.5,49,127,coat,757.0,101.0,50,68
13297,600,800,man,560.0,130.0,64,180,hat,561.5,49.5,19,13
13298,600,800,woman,682.5,187.5,169,299,handbag,653.5,153.5,39,69
13299,600,800,box,521.0,169.5,18,35,tree,498.5,99.5,41,191
13300,600,800,sign,642.0,25.0,28,20,street,269.0,239.0,526,312
13301,600,800,woman,682.5,187.5,169,299,jeans,695.5,270.0,49,92
13302,600,800,woman,682.5,187.5,169,299,coat,690.0,162.5,112,157
13303,600,800,woman,682.5,187.5,169,299,handbag,653.5,153.5,39,69
13304,600,800,man,560.0,130.0,64,180,jacket,561.0,99.5,56,61
13305,600,800,car,396.5,124.5,195,111,road,214.0,201.5,370,203
13306,600,800,car,323.5,79.0,111,48,road,214.0,201.5,370,203
13307,800,600,woman,221.5,543.0,27,112,red parka,218.0,521.0,36,60
13308,800,600,woman,221.5,543.0,27,112,red parka,218.0,521.0,36,60
13309,800,600,red parka,218.0,521.0,36,60,hood,219.5,497.5,13,13
13310,800,600,man,264.5,535.5,35,97,jacket,265.5,519.5,33,33
13311,800,600,man,264.5,535.5,35,97,jacket,265.5,519.5,33,33
13312,800,600,sidewalk,299.0,659.0,594,280,lampost,344.5,425.5,21,245
13313,800,600,woman,221.5,543.0,27,112,red parka,218.0,521.0,36,60
13314,800,600,trash,323.0,532.0,50,30,sidewalk,299.0,659.0,594,280
13315,800,600,banner,366.5,386.5,33,55,nyc,362.5,364.5,19,15
13316,800,600,black sign,330.0,424.0,20,18,i,332.5,426.0,3,12
13317,800,600,bus,402.0,500.5,72,53,light,413.0,517.0,42,20
13318,800,600,building,517.5,217.5,125,199,window,485.0,175.5,16,27
13319,800,600,window,485.0,175.5,16,27,building,517.5,217.5,125,199
13320,800,600,window,485.0,175.5,16,27,building,517.5,217.5,125,199
13321,800,600,window,485.0,175.5,16,27,building,517.5,217.5,125,199
13322,800,600,woman,221.5,543.0,27,112,red parka,221.0,520.5,28,65
13323,800,600,man,264.5,535.5,35,97,blue jacket,265.5,519.5,33,33
13324,800,600,man,264.5,535.5,35,97,black pant,264.5,555.5,19,49
13325,800,600,city view,295.5,400.5,591,797,puddle of water,538.5,600.5,123,61
13326,800,600,sidewalk,299.0,659.0,594,280,puddle of water,538.5,600.5,123,61
13327,800,600,city view,295.5,400.5,591,797,sidewalk,299.0,659.0,594,280
13328,800,600,city view,295.5,400.5,591,797,street,442.0,562.0,314,164
13329,800,600,city view,295.5,400.5,591,797,taxi,559.0,523.0,76,46
13330,800,600,city view,295.5,400.5,591,797,tall building,355.0,215.5,68,267
13331,800,600,lady,221.5,543.0,27,112,red parka,218.0,521.0,36,60
13332,800,600,open sign,61.0,410.0,16,34,city view,295.5,400.5,591,797
13333,486,648,sign,315.5,266.5,23,25,sidewalk,324.0,281.5,646,95
13334,486,648,similey face,165.5,245.5,19,27,window,214.0,255.0,118,68
13335,486,648,person,48.5,289.5,23,49,umbrella,50.0,263.0,26,20
13336,486,648,person,73.5,295.5,25,41,umbrella,62.0,268.5,22,27
13337,486,648,door,215.5,261.5,29,51,building,213.0,154.0,420,306
13338,486,648,light,458.5,19.5,13,15,street,324.0,358.5,642,223
13339,486,648,wheel,15.5,311.5,19,25,bike,14.0,305.5,26,37
13340,486,648,cap,463.0,298.5,44,35,hydrant,463.5,339.5,49,119
13341,486,648,cover,47.0,436.0,92,44,street,324.0,358.5,642,223
13342,486,648,hydrant,463.5,339.5,49,119,sidewalk,323.5,415.0,645,142
13343,486,648,cover,47.0,436.0,92,44,sewer,47.5,435.0,93,40
13344,486,648,line,324.0,335.5,646,101,street,324.0,358.5,642,223
13345,486,648,person,48.5,289.5,23,49,sidewalk,324.0,281.5,646,95
13346,486,648,person,73.5,295.5,25,41,sidewalk,324.0,281.5,646,95
13347,486,648,window,214.0,255.0,118,68,street,324.0,358.5,642,223
13348,486,648,window,228.5,115.5,49,57,building,213.0,154.0,420,306
13349,486,648,window,166.0,118.0,46,60,building,213.0,154.0,420,306
13350,486,648,window,311.0,114.5,32,53,building,213.0,154.0,420,306
13351,486,648,window,352.5,114.0,27,54,building,213.0,154.0,420,306
13352,486,648,window,304.5,243.5,25,59,building,213.0,154.0,420,306
13353,486,648,window,86.0,115.5,50,51,building,213.0,154.0,420,306
13354,486,648,window,21.0,117.0,40,52,building,213.0,154.0,420,306
13355,486,648,window,303.5,34.5,35,45,building,213.0,154.0,420,306
13356,486,648,window,223.5,35.0,39,46,building,213.0,154.0,420,306
13357,486,648,hydrant,463.5,339.5,49,119,street,324.0,358.5,642,223
13358,486,648,awne,213.0,219.0,164,30,building,213.0,154.0,420,306
13359,486,648,person,73.5,295.5,25,41,umbrella,62.0,268.5,22,27
13360,486,648,sign,315.5,266.5,23,25,sidewalk,324.0,281.5,646,95
13361,486,648,lettering,335.0,151.5,72,23,building,213.0,154.0,420,306
13362,486,648,cover,47.0,436.0,92,44,street,324.0,358.5,642,223
13363,486,648,door,336.0,241.0,28,58,building,213.0,154.0,420,306
13364,486,648,shade,79.0,24.0,44,26,window,79.5,34.5,47,53
13365,486,648,shade,84.5,107.5,43,27,window,86.0,115.5,50,51
13366,486,648,shade,164.5,105.5,45,31,window,166.0,118.0,46,60
13367,486,648,shade,308.5,101.0,23,26,window,311.0,114.5,32,53
13368,486,648,shade,228.0,104.0,44,26,window,228.5,115.5,49,57
13369,486,648,cap,463.0,298.5,44,35,hydrant,463.5,339.5,49,119
13370,486,648,building,213.0,154.0,420,306,pole,189.5,224.0,45,404
13371,800,600,taxi,110.5,623.5,221,129,street,299.0,727.5,598,129
13372,800,600,traffic signal,372.0,350.0,48,62,street,299.0,727.5,598,129
13373,800,600,one way sign,124.5,452.0,41,16,pole,127.5,497.0,15,186
13374,800,600,man,154.5,564.0,27,60,vest,149.0,559.5,8,25
13375,800,600,person,459.5,531.0,19,20,umbrella,463.0,518.5,30,13
13376,800,600,black car,408.5,573.5,215,75,street,299.0,727.5,598,129
13377,800,600,tire,133.0,658.5,60,65,taxi,110.5,623.5,221,129
13378,800,600,headlight,191.5,621.0,41,24,taxi,110.5,623.5,221,129
13379,800,600,traffic signal,372.0,350.0,48,62,street,299.0,727.5,598,129
13380,800,600,tire,383.0,596.5,36,39,black car,408.5,573.5,215,75
13381,800,600,headlight,191.5,621.0,41,24,taxi,110.5,623.5,221,129
13382,800,600,white line,437.5,648.0,193,66,street,299.0,727.5,598,129
13383,800,600,one way sign,124.5,452.0,41,16,pole,127.5,497.0,15,186
13384,800,600,traffic signal,372.0,350.0,48,62,street,299.0,727.5,598,129
13385,800,600,manhole,554.5,660.0,53,24,street,299.0,727.5,598,129
13386,800,600,taxi,549.5,565.5,99,79,street,299.0,727.5,598,129
13387,800,600,traffic signal,372.0,350.0,48,62,street,299.0,727.5,598,129
13388,800,600,long pole,248.5,372.0,255,112,traffic signal,372.0,350.0,48,62
13389,800,600,black car,408.5,573.5,215,75,street,299.0,727.5,598,129
13390,800,600,man,203.5,570.5,33,75,black coat,202.0,559.5,30,33
13391,800,600,one way sign,124.5,452.0,41,16,one way sign,125.0,455.0,34,12
13392,800,600,crosswalk sign,107.5,502.0,21,22,pole,127.5,497.0,15,186
13393,800,600,van,550.0,551.0,94,92,street,390.0,654.0,416,284
13394,800,600,awning,273.5,453.5,53,23,windows,272.0,466.5,48,31
13395,800,600,plate,480.5,647.5,41,29,vehicle,416.0,606.0,246,176
13396,800,600,man,148.5,542.0,37,80,jacket,149.5,530.0,27,32
13397,800,600,flag,139.5,463.0,25,34,building,71.0,296.5,138,591
13398,800,600,pole,509.5,399.5,63,793,pavement,245.0,665.5,490,261
13399,800,600,can,183.5,555.0,37,46,pavement,245.0,665.5,490,261
13400,800,600,arrow,432.5,259.5,33,15,sign,436.0,173.5,110,341
13401,800,600,sign,436.0,173.5,110,341,pole,509.5,399.5,63,793
13402,800,600,car,382.5,596.0,431,192,street,390.0,654.0,416,284
13403,800,600,pedestrian,135.5,535.0,87,80,street,390.0,654.0,416,284
13404,800,600,sign,436.0,172.0,110,340,sign,436.0,173.5,110,341
13405,800,600,suv,416.0,606.0,246,176,street,390.0,654.0,416,284
13406,800,600,skyscraper,235.0,192.0,66,146,downtown,183.0,487.0,126,90
13407,800,600,windows,272.0,466.5,48,31,building,288.0,247.5,40,481
13408,800,600,windows,547.5,181.5,79,341,building,548.0,259.0,98,514
13409,800,600,window,340.5,190.5,21,31,building,332.5,243.0,55,468
13410,800,600,window,330.0,139.0,20,26,building,332.5,243.0,55,468
13411,800,600,window,319.5,92.5,21,27,building,332.5,243.0,55,468
13412,800,600,window,338.5,270.5,19,23,building,332.5,243.0,55,468
13413,800,600,window,326.5,358.5,13,25,building,332.5,243.0,55,468
13414,800,600,widshield,423.5,555.5,129,53,vehicle,416.0,607.0,246,176
13415,800,600,van,550.0,551.0,94,92,building,548.0,259.0,98,514
13416,800,600,vehicle,416.0,606.0,246,176,pavement,245.0,665.5,490,261
13417,800,600,plate,480.5,647.5,41,29,suv,416.0,606.0,246,176
13418,800,600,man,148.5,542.0,37,80,jacket,150.5,527.5,31,33
13419,800,600,flag,139.5,463.0,25,34,man,148.5,542.0,37,80
13420,800,600,man,148.5,542.0,37,80,garbage can,183.5,555.0,37,46
13421,600,800,sidewalk,606.0,416.0,384,358,concession stand,380.5,299.5,761,599
13422,600,800,man,573.0,389.0,178,414,vendor cart,274.0,410.5,544,375
13423,600,800,flag,378.0,85.5,44,115,building,331.0,181.5,662,355
13424,600,800,storefront,315.0,255.0,572,290,road,315.0,454.0,572,140
13425,600,800,person,216.0,370.5,16,43,sidewalk,399.0,407.5,796,63
13426,600,800,person,233.5,372.0,19,46,sidewalk,399.0,407.5,796,63
13427,600,800,person,311.0,379.0,26,56,sidewalk,399.0,407.5,796,63
13428,600,800,person,397.0,373.5,20,41,sidewalk,399.0,407.5,796,63
13429,600,800,person,379.0,372.0,24,56,sidewalk,399.0,407.5,796,63
13430,600,800,person,341.0,376.5,18,47,sidewalk,399.0,407.5,796,63
13431,600,800,person,326.0,375.0,18,58,sidewalk,399.0,407.5,796,63
13432,600,800,person,259.5,371.0,13,36,sidewalk,399.0,407.5,796,63
13433,600,800,person,270.5,373.5,19,45,sidewalk,399.0,407.5,796,63
13434,600,800,person,36.5,362.0,15,34,sidewalk,399.0,407.5,796,63
13435,600,800,flag,617.5,48.5,31,95,pole,642.0,46.0,36,90
13436,600,800,flag,561.5,48.5,33,85,pole,572.5,51.5,39,103
13437,600,800,flag,152.5,76.5,29,89,pole,165.0,59.5,58,99
13438,600,800,flag,44.0,102.0,36,82,pole,63.0,96.5,56,91
13439,600,800,taxi cab,532.5,401.0,265,86,street,399.0,494.5,794,207
13440,600,800,awne,92.0,314.5,106,29,building,142.0,189.5,206,379
13441,600,800,awne,198.5,181.5,41,35,building,142.0,189.5,206,379
13442,600,800,awne,160.0,189.5,34,31,building,142.0,189.5,206,379
13443,600,800,awne,95.5,202.0,105,44,building,142.0,189.5,206,379
13444,600,800,awne,198.5,181.5,41,35,building,142.0,189.5,206,379
